Use categories,sub-use,applications,substance name,cas,elemental composition,primary source,secondary source
Medical products,Engineered fluids,Carrier solvent & lubricants,Methyl perfluoropropyl ether,375-03-1,C4H3OF7,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,Methyl nonafluorobutyl ether + Methyl nonafluoroisobutyl ether,163702-08-7; 163702-07-6,C5H3OF9,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,1-Ethoxy-nonafluorobutane,163702-05-4,C6H5OF9,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,Perfluorohexane (n- and iso-),1064697-81-9,C6F14,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,Perfluorotripropylamine (perfluamine),338-83-0,C9NF21,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,Perfluorotributylamine,311-89-7,C12NF27,ECHA (2023a),
Medical products,Engineered fluids,Carrier solvent & lubricants,Perfluoro-N-propyl-morpholine (mixture of isomers),1093615-61-2,C14O2N2F30,ECHA (2023a),
Medical products,Medical devices,Electronic components,Methyl perfluorobutyl ether,163702-07-6,C4F9OCH3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Methyl perfluoroisobutyl ether,163702-08-7 ,CF3CF(CF3)CF2OCH3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Ethyl perfluorobutyl ether,163702-05-4,C4F9OCH2CH3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Ethyl perfluoroisobutyl ether,163702-06-5,CF3CF(CF3)CF2OCH2CH3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluorocyclobutane,115-25-3,C4F8,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,1H-Pentafluoroethane,354-33-6,CF3CF2H,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,"Ethene, 1,1,2,2-tetrafluoro-, polymer with 1,1′-oxybis[ethene]",102646-47-9,(CF2CF2)x-(CH2CHOCHCH2)y,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,6:2 Fluorotelomer sulfonic acid (6:2 FTS),27619-97-2,C6F13CH2CH2SO3H,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluorooctane sulfonamide,754-91-6,C8F17SO2NH2,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluorooctane sulfonic acid (PFOS),1763-23-1,C8F17SO3H,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluorobutanoic acid (PFBA),375-22-4,C3F7COOH,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluorohexane,355-42-0 ,C6F14,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluoromethylcyclopentane,1805-22-7,C6F12,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluoromethylcyclohexane,355-02-2,C7F14,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,"Perfluoro(1,3-dimethylcyclohexane)",335-27-3,C8F16,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluorotributyl amine,311-89-7,N(C4F9)3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-",138495-42-8,C2F5(CFH)2CF3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Tetrabutylphosphonium perfluorobutane sulfonate,220689-12-3,C4F9SO3H,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Polychlorotrifluoroethylene,9002-83-9,(CF2CFCl)x,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-3-methoxy-4-(trifluoromethyl)-",132182-92-4,CF3CF(CF3)CF(OCH3)CF2CF3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Potassium perfluorooctane sulfonate,2795-39-3, C8F17SO3H,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Diethanolammonium perfluorooctane sulfonate,70225-14-8,C8F17SO3H,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Methyl perfluoroisobutyl ether,163702-08-7,CF3CF(CF3)CF2OCH3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluoroperhydrofluorene,307-08-4,C13F22,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Methyl perfluoropropyl ether,375-03-1,C3F7OCH3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluoro-2-methylpentane,355-04-4,CF3CF(CF3)CF2CF2CF3,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,"Perfluoro-1,3-dimethylcyclohexane",355-27-3,C8F16,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluoromethyldecalin,306-92-3,C11F20,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluorotetradecahydrophenanthrene,306-91-2,C14F24,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,"Perfluoro-1,2-dimethylcyclohexane",306-98-9,C8F16,Glüge et al. (2020),
Medical products,Medical devices,Electronic components,Perfluoroperhydrofluoranthene,662-28-2,C16F26,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,"1,1,1,2,2,3,4,5,5,5- Decafluoropentane",138495-42-8,C5H2F10,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"1,1,1,3,3-Pentafluoropropane",460-73-1,C3H3F5,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"1,1,1,3,3-Pentafluorobutane",406-58-6,C4H3F8,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"1,1-Dichloro-1-fluoroethane",1717-00-6,Cl2C2HF3,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"3,3-Dichloro-1,1,1,2,2-pentafluoropropane",422-56-0,Cl2C3HF5,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"Cis-1,1,1,4,4,4-Hexafluoro-2-butene",692-49-9,C4H2F6,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"(Z)-1-Chloro-2,3,3,3-tetrafluoropropene",111512-60-8,ClC3HF4,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"Trans-1-chloro-3,3,3-trifluoropropene",102687-65-0,ClC3H2F3,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,Methoxytridecafluoro-heptene isomers,,C8H3OF13,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,"1,1,2,2-Tetrafluoro-1-(2,2,2-trifluoroethoxy) ethane",406-78-0,C4H3OF6,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,Methyl nonafluorobutyl ether + Methyl nonafluoroisobutyl ether,163702-08-7; 163702-07-6,C5H3OF9,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,1-Ethoxy-nonafluorobutane,163702-05-4,C6H5OF9,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,3-Ethoxyperfluoro(2-methylhexane),297730-93-9,C9H5OF15,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,Perfluorohexane (n- and iso-),1064697-81-9,C6F14,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,Perfluorotripropylamine (perfluamine),338-83-0,C9NF21,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,Perfluorotributylamine,311-89-7,C12NF27,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,Perfluoro-N-propyl-morpholine (mixture of isomers),1093615-61-2,C14O2N2F30,ECHA (2023a),
Medical products,Engineered fluids,Cleaning,Perfluorohexane,355-42-0 ,C6F14,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluorotributyl amine,311-89-7,N(C4F9)3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluorotripentyl amine,338-84-1,N(C5F11)3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,"1-Butanamine, 1,1,2,2,3,3,4,4,4-nonafluoro-N-(1,1,2,2,3,3,4,4,4-nonafluorobutyl)-N-(trifluoromethyl)-",514-03-4,N(C4F9)2(CF3),Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Methyl perfluoropropyl ether,375-03-1,C3F7OCH3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Methyl perfluorobutyl ether,163702-07-6,C4F9OCH3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Methyl perfluoroisobutyl ether,163702-08-7,CF3CF(CF3)CF2OCH3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Ethyl perfluorobutyl ether,163702-05-4,C4F9OCH2CH3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,"3-Ethoxy-1,1,1,2,3,4,4,5,5,6,6,6-dodecafluoro-2-(trifluoromethyl)hexane",297730-93-9,C3F7CF(OCH2CH3)CF(CF3)CF3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,"1-Hexene, 3,3,4,4,5,5,6,6-octafluoro-",159148-08-0,HCF2CF2CF2CF2CHCH2,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,"Pentane, 1,1,1,2,3,4,5,5,5-nonafluoro-2-(trifluoromethyl)-",85720-78-1,CF3CF(CF3)CFHCFHCF3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,"Pentane, 1,1,1,2,2,3,4,5,5,5-decafluoro-",138495-42-8,C2F5(CFH)2CF3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Methyl pentafluoroethyl ether,22410-44-2,C2F5OCH3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Ethyl perfluoroisobutyl ether,163702-06-5,CF3CF(CF3)CF2OCH2CH3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,"Ethane, 1,1,2,2-tetrafluoro-1-(2,2,2-trifluoroethoxy)-",406-78-0,CF2HCF2OCH2CF3,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluorodecalin,306-94-5,C10F18,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluoromethyldecalin,306-92-3,C11F20,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluorotetradecahydrophenanthrene,306-91-2,C14F24,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluoroperhydrofluoranthene,662-28-2,C16F26,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluoroperhydrofluorene,307-08-4,C13F22,Glüge et al. (2020),
Medical products,Engineered fluids,Cleaning,Perfluoropropane,76-19-7,C3F8,Glüge et al. (2020),
Medical products,Medical devices,Wires and cables,Poly(vinylidene fluoride),24937-79-9,(CH2CF2)x,Glüge et al. (2020),
Medical products,Medical devices,Wires and cables,Vinylidenfluorid-Hexafluorpropylen copolymer,9011-17-0,(CH2CF2)x-(CF2CFCF3)y,Glüge et al. (2020),
Medical products,Medical devices,Wires and cables,Fluorinated ethylene propylene,25067-11-2,(CF2CF2)x-(CF2CFCF3)y,Glüge et al. (2020),
Medical products,Medical devices,Wires and cables,Ethylene tetrafluoroethylene copolymer,25038-71-5,(CH2CH2)x-(CF2CF2)y,Glüge et al. (2020),
Medical products,Medical devices,Wires and cables,Chlorotrifluoroethylene-ethylene copolymer,25101-45-5,(CF2CFCl)x-(CH2CH2)y,Glüge et al. (2020),
Medical products,Medical devices,Wires and cables,Polychlorotrifluoroethylene,9002-83-9,(CF2CFCl)x,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,"1-Propene, 1,1,2,3,3,3-hexafluoro-, oxidized",69991-67-9,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"Ethene, 1,1,2,2-tetrafluoro-, oxidized",69991-61-3,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1,1,2,2,2-pentafluoroethyl)-ω",60164-51-4,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"Oxetane, 2,2,3,3-tetrafluoro-, homoPolymer, fluorinated",113114-19-5,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"Siloxanes and Silicones, Me 3,3,3-trifluoropropyl",63148-56-1,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,Polychlorotrifluoroethylene,9002-83-9 ,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"1-Propene, 1,1,2,3,3,3-hexafluoro-, oxidized, Polymerized, reduced hydrolyzed",161075-14-5,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"1-Propene, 1,1,2,3,3,3-hexafluoro-, oxidized, polymd., reduced, hydrolysed reaction products with ammonia",370097-12-4,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,Polytetrafluoroethylene,9002-84-0,(CF2CF2)x,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"C ycloalkanesulfonic acid, perfluoro(pentafluoroethyl)-, potassium salt (1:1)",67584-42-3,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethane diyl]], α-(1- carboxy1,2,2,2-tetrafluoroethyl)-ω-[tetrafluoro (trifluoromethyl)ethoxy]-",51798-33-5,,ECHA (2023a),
Medical products,Lubricant & additives,Hospital equipments,6:2 Fluorotelomer alcohol,647-42-7,,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,8:2 Fluorotelomer alcohol,678-39-7,,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,10:2 Fluorotelomer alcohol,865-86-1,,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,"Poly(difluoromethylene), α-chloro-ω-(2,2-dichloro-1,1,2-trifluoroethyl)-",79070-11-4,,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,"Poly(difluoromethylene), α-(cyclohexylmethyl)-ω-hydro-",65530-85-0,,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α-(1,1,2,2,3,3,3-heptafluoropropyl)-ω-(1,1,2,2,2-pentafluoroethoxy)-",52700-35-3,,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,Propylene tetrafluorethylene copolymer,27029-05-6,,Glüge et al. (2020),
Medical products,Lubricant & additives,Hospital equipments,"Poly[oxy[trifluoro(trifluoromethyl)-1,2-ethanediyl]], α,α′,α′′-[phosphinidynetris[oxy[1-fluoro-1-(trifluoromethyl)-2,1-ethanediyl]]]tris[ω-(1,1,2,2,3,3,3-heptafluoropropoxy)-",2247153-51-9,,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluoropropanoic acid (PFPrA),422-64-0,C2F5COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorobutanoic acid (PFBA),375-22-4,C3F7COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluoropentanoic acid (PFPeA),2706-90-3,C4F9COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorohexanoic acid (PFHxA),307-24-4,C5F11COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluoroheptanoic acid (PFHpA),375-85-9,C6F13COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorooctanoic acid (PFOA),335-67-1,C7F15COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorononanoic acid (PFNA),375-95-1,C8F17COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorodecanoic acid (PFDA),335-76-2,C9F19COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluoroundecanoic acid (PFUnDA),2058-94-8,C10F21COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorododecanoic acid (PFDoDA),307-55-1,C11F23COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorotridecanoic acid (PFTrDA),72629-94-8,C12F25COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorotetradecanoic acid (PFTeDA),376-06-7,C13F27COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluoropentadecanoic acid (PFPeDA),141074-63-7,C14F29COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorobutane sulfonic acid (PFBS),375-73-5,C4F9SO3H,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorohexane sulfonic acid (PFHxS),355-46-4,C6F13SO3H,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluoroheptane sulfonic acid (PFHpS),375-92-8,C7F15SO3H,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorooctane sulfonic acid (PFOS),1763-23-1,C8F17SO3H,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",Perfluorodecane sulfonic acid (PFDS),335-77-3,C10F21SO3H,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",N-Methyl perfluorohexane sulfonamide,68259-15-4,C6F13SO2NHCH3,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",N-Methyl perfluorohexane sulfonamidoethanol,68555-75-9,C6F13SO2N(CH3)CH2CH2OH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",N-Methyl perfluorobutane sulfonamidoethanol,34454-97-2,C4F9SO2N(CH3)CH2CH2OH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",N-Methyl perfluorohexane sulfonamidoethyl acrylate,67584-57-0,C6F13SO2N(CH3)CH2CH2OC(O)CH=CH2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Propanaminium, 3-[[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoro octyl)sulfonyl]amino]-N,N,N-trimethyl-, chloride (1:1)",38006-74-5,C8F17SO2NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Propanaminium, N,N,N-trimethyl-3-[(2,2,3,3,4,4,5,5,6,6,7,7, 8,8,8-pentadecafluoro-1-oxooctyl)amino]-, chloride (1:1)",53517-98-9,C7F15C(O)NHCH2CH2CH2N+(CH3)3,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Pyridinium, 1-[2-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-1-oxooctyl)amino]ethyl]-, chloride (1:1)  ",308-01-0,C7F15C(O)NHCH2CH2N+C5H5,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Propanaminium, N-(2-carboxyethyl)-3-[(2,2,3,3,4,4,5,5, 6,6,7,7, 8,8,9,9,9-heptadecafluoro-1-oxononyl)amino]-N,N-dimethyl-, inner salt",119131-05-4,C8F17C(O)NHCH2CH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",6:2 Fluorotelomer alcohol,647-42-7,C6F13CH2CH2OH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",10:2 Fluorotelomer alcohol,865-86-1,C10F21CH2CH2OH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",8:2 Fluorotelomer acrylate,27905-45-9,C8F17CH2CH2OC(O)CH=CH2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",10:2 Fluorotelomer acrylate,17741-60-5,C10F21CH2CH2OC(O)CH=CH2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",12:2 Fluorotelomer acrylate,34395-24-9,C12F25CH2CH2OC(O)CH=CH2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains",14:2 Fluorotelomer acrylate,34362-49-7,C14F29CH2CH2OC(O)CH=CH2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Oxirane, 2-[[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]methyl]-",384828-82-4,C4F9CH2CH2OCH2C2OH3,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Oxirane, 2-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)oxy]methyl]-",122193-68-4,C6F13CH2CH2OCH2C2OH3,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Undecanaminium, 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-2-hydroxy-N,N-bis(2-hydroxyethyl)-N-methyl-, iodide (1:1)",93776-18-2,C8F17CH2CH(OH)CH2N+(CH3)(CH2CH2OH)2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","2-Propanol, 1-(butylamino)-3-[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]-",1874268-14-0,C4F9CH2CH2OCH2CH(OH)CH2NHCH2CH2CH2CH3,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","2-Propanol, 1-(octylamino)-3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)oxy]-",1874268-12-8,C6F13CH2CH2OCH2CH(OH)CH2NHC8H17,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with 1-[(2-hydroxyethyl)octylamino]-3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)oxy]-2-propanol (2:1)",1874268-13-9,C6F13CH2CH2OCH2CH[(OCH2CH2)mOH][CH2N(C8H17)(CH2CH2(OCH2 CH2)mOH),Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with N-(2-hydroxyethyl)-N-[2-hydroxy-3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)oxy]propyl]-N-methyloctanaminium, methanesulfonate (2:1:1)",1874268-16-2,CH3SO3H C6F13CH2CH2OCH2CH[(OCH2CH2)mOH][CH2N+(CH3)(C8H17) (CH2CH2(OCH2CH2)mOH)],Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Poly(oxy-1,2-ethanediyl), α-hydro-ω-hydroxy-, ether with 1-[butyl(2-hydroxyethyl)amino]-3-[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]-2-propanol (2:1)",1905409-72-4,C4F9CH2CH2OCH2CH[(OCH2CH2)mOH][CH2N(C4H9)(CH2CH2(OCH2CH2)mOH],Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Ethanaminium, N-(2-carboxyethyl)-2-[[(3,3,4,4,5,5,6,6,7,7, 8,8,8-tridecafluorodoctyl)sulfonyl]amino]-N,N-dimethyl-, inner salt",34695-30-2,C6F13CH2CH2SO2NHCH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Ethanaminium, N-(2-carboxyethyl)-2-[[(3,3,4,4,5,5,6,6,7,7, 8,8,9,9,10,10,10-heptadecafluorodecyl)sulfonyl]amino]-N,N-dimethyl-, inner salt",34695-29-9,C8F17CH2CH2SO2NHCH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","Ethanaminium, N-(2-carboxyethyl)-2-[[(3,3,4,4,5,5,6,6,7,7, 8,8,9,9,10,10,11,11,12,12,12-heneicosafluorododecyl) sulfonyl]amino]-N,N-dimethyl-, inner salt",34695-31-3,C10F21CH2CH2SO2NHCH2CH2N+(CH3)2CH2CH2COOH,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Nonanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluoro-, hydrogen phosphate, ammonium salt",7757-53-1,OP(OH)(OCH2C8F16H)2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Undecanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-eicosafluoro-, hydrogen phosphate, ammonium salt",1765-83-9,OP(OH)(OCH2C10F20H)2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Octanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-, hydrogen phosphate, ammonium salt",1555-33-5,OP(OH)(OCH2C7F15)2,Glüge et al. (2020),
Medical products,Medical textiles,"e.g. surgical drapes, gowns, curtains","1-Undecanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-eicosafluoro-, phosphate, ammonium salt (2:1)",100738-12-3,HC10F20CH2OPO3H2,Glüge et al. (2020),
